OM_ssb0,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,AM_ssb0_,AM_ssb_1990,AM_ssb_1991,AM_ssb_1992,AM_ssb_1993,AM_ssb_1994,AM_ssb_1995,AM_ssb_1996,AM_ssb_1997,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010
57480.1052408897,50518.0085192446,50129.232602653,49844.5011864886,49692.1335357991,49668.3917875055,49748.6642137061,49893.620509046,50043.0235932769,50127.8260866141,50087.3724728049,49885.8984288038,49504.4569651858,48934.3889338323,48188.0437208626,47308.6940158116,46366.0211480234,45436.9700000584,44585.0834791418,43851.9910540186,43256.4226663867,42806.9485580247,46970.8,46970.8,46574.3,46146.1,45691.4,45216.9,44730.6,44241.6,43759.3,43292.2,42847.5,42423.7,42029.5,41665.9,41332.8,41028.7,40751.7,40499.5,40269.8,40060.3,39869,39700.1
57480.1052408897,60755.8687977001,60462.6390171211,60082.330092641,59649.1894239695,59183.7671873164,58688.6203597582,58160.5148593381,57604.9027498554,57030.7140407303,56450.913630873,55884.559971707,55351.6437827654,54856.5368623321,54384.2445970034,53905.718499021,53391.9257384865,52828.5699511816,52219.2358802479,51574.1885597857,50895.5865188378,50178.8122828205,54124.9,54124.9,53728.3,53300.1,52845.4,52370.6,51883.9,51394.3,50911.1,50443,49997.2,49572.6,49177.8,48813.9,48480.5,48176.2,47898.9,47646.5,47416.6,47207.2,47016.1,46847.8
57480.1052408897,61524.421167483,60424.4849751883,59295.9995159171,58179.1459454476,57096.5462428488,56062.3376717818,55090.0068335022,54191.6587047015,53379.1227094804,52663.6970059853,52061.4251415868,51591.1597535426,51269.600640547,51099.4753497056,51072.3970918917,51177.637298197,51400.5051707265,51706.4134100463,52031.4991550242,52302.1864200221,52458.4943955914,59883.1,59883.1,59486.5,59058.4,58603.6,58128.7,57641.7,57151.7,56667.9,56199.1,55752.7,55327.7,54932.7,54568.7,54235.4,53931.1,53654,53401.7,53172,52962.7,52771.8,52603.6
57480.1052408897,52946.4836100953,53163.6044149481,53349.5412224435,53510.2983482586,53649.6156029426,53762.9067892391,53840.0259670511,53861.6928238628,53795.2348819297,53592.2944097774,53207.1053151929,52621.8582601359,51851.3192151354,50934.9945827135,49922.4585958687,48870.7146530275,47837.9296725352,46875.664690878,46017.6385908419,45286.18119214,44696.3268890544,47638.1,47638.1,47241.5,46813.3,46358.6,45884.1,45397.7,44908.7,44426.3,43959.1,43514.3,43090.5,42696.2,42332.7,41999.5,41695.2,41418,41165.8,40936.1,40726.7,40535.6,40366.8
57480.1052408897,57138.1199881144,56648.4058048331,56245.9784318096,55890.9960487764,55532.6139210367,55118.8919010683,54619.0321887408,54024.3628820516,53342.1707700907,52596.2545821446,51819.2671456245,51035.7010529103,50256.5096460014,49488.7920471339,48739.1535567189,48008.3891200165,47289.5454000056,46568.8534998955,45835.7362336755,45095.524957975,44370.4309588912,45075.7,45075.7,44679.1,44251,43796.3,43321.8,42835.7,42347,41864.9,41398.2,40953.8,40530.7,40137.1,39774.1,39441.2,39137.1,38859.8,38607.1,38376.9,38167.1,37975.5,37806.4
57480.1052408897,58680.8319708401,57863.4746486511,57126.063965261,56514.7185640216,56063.8026581188,55775.3280604317,55610.2203328641,55498.2879303529,55368.1817258645,55181.0272383814,54927.7684591441,54602.3612666648,54200.9477430661,53731.434292842,53217.2914902099,52687.8540155644,52166.3676288152,51665.29175983,51194.1228620283,50761.5298593936,50363.6090346774,55077.2,55077.2,54680.7,54252.5,53797.8,53323,52836.2,52346.5,51863.2,51395,50949.1,50524.5,50129.7,49765.5,49432,49127.7,48850.6,48598.4,48368.8,48159.6,47968.6,47800.3
57480.1052408897,52227.9582773251,51903.3987535605,51653.6148254794,51488.4202441475,51408.8808540194,51402.4095968522,51442.5002329683,51496.7233157737,51540.6153969869,51566.0761644587,51566.6333035889,51532.8670017404,51438.1772035006,51258.1258863273,50989.0600313131,50653.4547996747,50291.8988602408,49943.1920703943,49631.9582064602,49369.8499088895,49166.29546078,54392,54392,53995.4,53567.3,53112.5,52637.7,52151,51661.4,51178.1,50710,50264.2,49839.6,49444.7,49080.8,48747.3,48443,48165.8,47913.6,47684,47474.8,47284.1,47115.8
57480.1052408897,58575.6149484935,57963.0354815631,57103.0995293981,56111.8903902584,55110.581524737,54203.3871055272,53456.4544903087,52901.7924666811,52555.8913386776,52418.4477910521,52459.9017204884,52616.9239925331,52805.4547576464,52944.5605050435,52981.7147236938,52911.897823491,52766.0370532531,52591.0058689625,52426.9342464812,52298.9947221458,52213.924536841,60586.3,60586.3,60189.7,59761.6,59306.8,58831.9,58344.9,57854.8,57371,56902.2,56455.7,56030.5,55635.2,55270.7,54936.9,54632.4,54355.2,54103.1,53873.7,53664.8,53474.3,53306.3
57480.1052408897,54141.7911111566,54131.1433963194,54002.3105256839,53781.734331366,53487.7229094121,53124.873596092,52690.0622776599,52178.9036683552,51580.9400074083,50895.0316171572,50142.8844689238,49365.4155022804,48604.9904911246,47890.6154960311,47235.5701447277,46638.449566093,46091.3523523055,45591.6772395154,45153.3850004665,44800.6952931508,44555.9248492624,49314.7,49314.7,48918.1,48490,48035.3,47560.7,47074.2,46585,46102.4,45634.9,45189.8,44766.1,44371.8,44008.3,43675.1,43370.8,43093.7,42841.5,42611.9,42402.6,42211.5,42042.7
57480.1052408897,60251.8191433246,59335.6762437825,58525.3480983534,57786.9454191111,57076.6918930213,56360.441601678,55617.6405904236,54837.2883302667,54023.1873370045,53186.523839973,52340.3080935582,51494.0249638415,50659.1432430431,49850.0362117244,49076.1170515801,48358.2295521579,47731.608575657,47231.118784906,46877.7952373957,46674.2089453914,46608.6378033942,51864.4,51864.4,51467.8,51039.7,50585,50110.3,49623.7,49134.3,48651.3,48183.5,47738,47313.7,46919.1,46555.3,46222,45917.7,45640.7,45388.7,45159.3,44950.3,44759.4,44590.8
57480.1052408897,51255.6117153421,51095.535542706,50971.5500114715,50860.9237597851,50727.9911274232,50531.5166040122,50232.5142087315,49796.375760218,49200.5150169004,48444.1819036561,47556.0213452801,46589.8210215453,45615.1806062245,44707.9755382751,43934.6971129905,43332.4166521908,42906.4235232927,42632.9860954751,42472.6100234714,42392.4307054345,42368.1171033165,48373.9,48373.9,47977.3,47549.2,47094.4,46619.9,46133.5,45644.4,45161.9,44694.6,44249.6,43826,43432.1,43068.8,42736,42432.1,42155.1,41902.8,41673,41463.4,41272.1,41103.2
57480.1052408897,51509.6382891299,50961.1591852798,50530.2759954349,50269.7277431953,50177.7537726481,50199.4626669432,50250.6113074966,50255.4959722374,50172.3285814444,49995.5592373001,49745.2823044287,49447.9379959335,49124.9514256917,48791.9037327987,48469.4696197389,48175.4971260426,47931.9882391016,47761.7378221172,47681.2411598839,47696.8896944806,47810.3191614018,55457.4,55457.4,55060.9,54632.7,54178,53703.2,53216.4,52726.7,52243.3,51775.1,51329.1,50904.4,50509.5,50145.5,49812.1,49507.9,49230.7,48978.5,48749.1,48540,48349.4,48181.1
57480.1052408897,49635.1293960087,49779.1493454183,50059.8464022939,50458.9740271829,50939.1715520318,51451.8845788534,51944.1932563091,52364.0413311692,52669.9316819716,52843.2020707148,52896.5867962651,52869.2012565794,52810.1144459955,52746.6565614217,52656.579849779,52476.3117750138,52143.223560927,51630.2302078843,50946.9824351507,50122.6645568266,49187.433069613,51334.7,51334.7,50938.1,50510,50055.3,49580.6,49094,48604.6,48121.8,47654,47208.6,46784.5,46390,46026.1,45692.7,45388.4,45111.1,44858.5,44628.4,44418.5,44227,44058.6
57480.1052408897,58664.6443677482,58673.4748846683,58560.717236891,58340.1355304345,58036.9015950863,57686.1594722076,57306.8458874643,56883.8800883599,56376.0671620597,55745.2064329854,54978.7784979236,54102.207160217,53167.6270324359,52237.6666644355,51375.6689454169,50632.3640283499,50040.0806727462,49610.955329761,49338.413341152,49198.1023819814,49145.3500546118,55826.4,55826.4,55429.8,55001.7,54547,54072.2,53585.4,53095.6,52612.2,52143.9,51697.9,51273.1,50878.1,50514,50180.5,49876.5,49599.6,49347.6,49118.1,48908.8,48717.8,48549.5
57480.1052408897,57714.3397578355,57040.4059177254,56238.9516892794,55332.1816444199,54359.2659120344,53381.1903199074,52469.1337169837,51691.8317232217,51101.6024420331,50722.8910151222,50554.7241029927,50560.2738096787,50668.6425890822,50798.6132035825,50881.8037318353,50873.866565491,50761.5897739927,50556.8758796688,50278.3835387126,49938.9310642748,49543.9481551134,54595.8,54595.8,54199.2,53771.1,53316.3,52841.6,52354.8,51865.2,51381.9,50913.7,50467.9,50043.5,49648.8,49284.8,48951.3,48647,48369.8,48117.4,47887.4,47677.9,47486.8,47318.5
57480.1052408897,61300.1569767522,60923.4204374519,60459.9716530307,59945.2375476565,59387.1533581533,58764.9450424149,58058.3634565534,57264.9892453978,56398.3508553679,55477.6245556067,54525.2163741982,53576.6259704285,52678.422859555,51879.8694009635,51216.871800133,50696.1747922903,50293.0684858816,49970.769522891,49698.3510820928,49460.5234790721,49250.5851482695,54629.8,54629.8,54233.2,53805.1,53350.3,52875.6,52388.8,51899.2,51415.9,50947.7,50501.9,50077.4,49682.7,49318.8,48985.4,48681.2,48404,48151.9,47922.2,47712.9,47521.9,47353.5
57480.1052408897,55598.714087702,55304.761433321,54973.9368702368,54629.5479835246,54287.9928299746,53949.8671451658,53602.6472863367,53229.345977358,52818.2625142352,52378.4206709376,51946.7890513327,51580.9358355877,51337.0809177003,51250.6483486472,51322.0573241493,51514.8279651865,51772.0776122195,52028.3270964486,52229.6050054079,52330.6559511692,52285.8652531984,57998.1,57998.1,57601.5,57173.4,56718.7,56243.8,55756.9,55267,54783.4,54314.8,53868.6,53444,53049.1,52685.1,52351.6,52047.3,51770.2,51518,51288.3,51078.8,50887.6,50719.3
57480.1052408897,62127.6758452836,61212.52689899,60369.9858164166,59632.4639183815,58994.2436194318,58416.6983707051,57852.8057320713,57269.7655303516,56649.8341244123,55988.3040812716,55299.4758070229,54607.1093954098,53935.3562366645,53305.6482937598,52740.3225428716,52253.5001588796,51856.8077076718,51557.6871084274,51353.9223437756,51229.0997445973,51149.1753301498,55941.6,55941.6,55545,55116.9,54662.2,54187.3,53700.5,53210.8,52727.4,52259,51813,51388.3,50993.3,50629.3,50295.9,49991.7,49714.7,49462.6,49233,49023.6,48832.6,48664.3
57480.1052408897,50829.7929911455,50215.6285834225,49673.517740688,49214.5143413091,48854.8794279037,48595.5961264555,48410.0732876573,48250.54325116,48074.4490864699,47865.3133299674,47625.5791602767,47370.0651167935,47118.596231974,46905.9928266728,46786.8804744712,46811.3025301885,47000.3902635637,47345.8534724165,47818.6278209078,48367.5371227115,48925.0566520983,57176.1,57176.1,56779.5,56351.4,55896.6,55421.8,54934.9,54445.1,53961.6,53493.1,53046.9,52622.2,52227.2,51863.3,51530,51226,50949.1,50697.1,50467.4,50258.1,50067.2,49898.8
57480.1052408897,53619.0344985245,53097.3930743205,52417.874386023,51669.833127112,50943.6840618543,50316.7613326706,49839.724079627,49518.1394428299,49321.1826973375,49195.3577816008,49084.5243607283,48948.0523359412,48763.5660377527,48516.3318955616,48197.9207393785,47805.5632478178,47338.487051501,46797.9668922432,46183.3284188377,45494.2595593523,44748.5753180652,50891.7,50891.7,50495.1,50066.9,49612.2,49137.5,48651,48161.7,47678.8,47211.1,46765.8,46341.8,45947.4,45583.7,45250.4,44946,44668.6,44416,44186,43976.4,43785.3,43616.8
57480.1052408897,49792.9656914793,49263.5641988533,48786.5370286392,48388.7541455355,48093.1121354329,47917.0684614539,47871.4030531616,47953.5714988046,48152.0731220579,48451.1444388223,48826.6323703775,49239.0489021957,49635.7860448181,49958.6500687935,50157.9129318541,50209.4011312607,50125.8168354142,49955.5364139574,49767.5260955987,49630.8302978094,49581.5635986513,57001.2,57001.2,56604.6,56176.4,55721.7,55246.9,54760,54270.2,53786.7,53318.2,52872.1,52447.4,52052.2,51687.8,51354.1,51049.6,50772.6,50520.7,50291.3,50082.3,49891.5,49723.4
57480.1052408897,57603.9486051763,57514.2529832712,57369.1552800201,57166.4685889381,56898.0691543463,56565.3565010225,56184.8991357647,55788.0007363233,55407.4675961238,55067.3125755085,54776.0301758985,54532.2238585355,54331.7337521559,54171.1730562932,54046.7435560993,53952.4637019029,53867.9000376401,53758.1011492072,53592.0651292455,53356.2634366569,53049.8698441538,58493.6,58493.6,58097,57668.9,57214.1,56739.2,56252.3,55762.4,55278.7,54810.1,54363.8,53939,53544,53179.8,52846.2,52541.7,52264.5,52012.2,51782.4,51573.2,51382.3,51214.2
57480.1052408897,52859.9895995088,52428.3052513553,51957.4757618929,51440.3780860549,50857.4841338945,50196.6981756538,49466.5467458928,48700.4400619904,47952.6968564422,47284.6615157317,46748.5003859446,46375.345647698,46173.4064098627,46128.3656380366,46206.7276443984,46361.2262826813,46531.0543331565,46647.7419866217,46653.3897544227,46515.5247531339,46229.7153993349,51164.9,51164.9,50768.3,50340.1,49885.4,49410.7,48924.2,48434.8,47951.9,47484.2,47038.8,46615,46220.9,45857.5,45524.5,45220.2,44943,44690.4,44460.2,44250.4,44058.9,43890.3
57480.1052408897,58428.6916481684,57725.2593388452,57020.0858126607,56362.9419754021,55798.321397048,55353.9571351274,55035.0630401873,54828.2761950998,54706.3035901314,54634.2509940205,54572.3105955522,54488.2208370035,54356.3284591876,54144.2036646201,53810.8267869467,53320.319640155,52667.1192673729,51883.7148619153,51024.2344808922,50146.3800234146,49300.8976605636,53379.4,53379.4,52982.8,52554.7,52100,51625.2,51138.5,50649,50165.8,49697.8,49252.1,48827.8,48432.9,48068.8,47735.1,47430.7,47153.3,46900.9,46671.1,46461.7,46270.8,46102.6
57480.1052408897,51107.4930606588,50453.6401304347,49846.0118372872,49334.1631180684,48963.9119120659,48760.0192668111,48716.4962577367,48798.5979931229,48966.339385546,49185.6318239266,49428.6260257176,49670.8061821654,49889.4018620391,50067.2919954239,50199.0319747568,50286.088402415,50336.7845854775,50363.3422373484,50372.4383722525,50366.2476615504,50349.2411648888,57415.6,57415.6,57019,56590.9,56136.2,55661.3,55174.4,54684.6,54201,53732.5,53286.3,52861.6,52466.6,52102.4,51768.9,51464.5,51187.4,50935.1,50705.4,50496.2,50305.3,50137.1
57480.1052408897,54013.8909607099,53230.2406359873,52498.1968100934,51782.5124055888,51063.4497058574,50342.3749465191,49630.4288210935,48936.5291988165,48261.119413824,47602.3124442971,46968.5713932146,46377.9518413686,45852.7489034719,45407.6912127205,45044.1624655274,44757.9984395851,44547.0263029899,44412.2818689708,44361.3222038529,44407.0317713292,44559.8949181207,53217.3,53217.3,52820.7,52392.6,51937.8,51463.1,50976.4,50486.9,50003.8,49535.8,49090.1,48665.8,48271.3,47907.5,47574.2,47270,46993,46740.9,46511.4,46302.2,46111.3,45942.8
57480.1052408897,56403.905990152,55869.3326046213,55253.4262924706,54673.3027678532,54218.644926855,53930.6145382292,53790.2619311515,53723.9380103295,53644.5229011327,53489.0238882032,53236.7227824805,52909.1104352755,52557.4408285822,52239.402301927,51995.6636995062,51832.6415563258,51725.0374887132,51627.4047948517,51490.3878348912,51274.5010761708,50958.5884602105,55366.6,55366.6,54970,54541.8,54087.1,53612.3,53125.5,52635.8,52152.5,51684.2,51238.3,50813.8,50419,50055.1,49721.7,49417.4,49140.3,48887.9,48658.1,48448.5,48257.3,48089
57480.1052408897,52962.7915592215,52478.4010184369,51928.1101655652,51365.2282408218,50852.2539699191,50449.8132034891,50189.2329122046,50049.285192675,49958.5816677795,49835.3533218046,49629.1318549822,49337.536583366,48994.2581159305,48646.5042225094,48338.8328499824,48104.8067029025,47964.9274437745,47932.0038025798,48008.7614241087,48184.3681240876,48445.1965467417,55947.3,55947.3,55550.7,55122.6,54667.8,54193,53706.2,53216.4,52733,52264.7,51818.7,51394,50999.2,50635.2,50301.8,49997.6,49720.5,49468.3,49238.8,49029.8,48839.2,48670.9
57480.1052408897,52359.7667632903,51777.5358263559,51230.5078550433,50721.8772101956,50252.7332726726,49836.0915220185,49502.5182569125,49289.1603256275,49220.6870838687,49282.162988194,49410.5861989194,49519.5275689121,49537.4894872238,49430.7068247384,49202.7684891662,48872.9935375695,48469.6811059625,48036.667681244,47632.9868712094,47306.94147533,47073.5010112919,54206.6,54206.6,53810.1,53381.9,52927.2,52452.4,51965.7,51476.1,50992.9,50524.7,50078.9,49654.4,49259.5,48895.4,48561.8,48257.5,47980.4,47728.3,47498.7,47289.5,47098.8,46930.5
57480.1052408897,54224.1463462466,53448.1195171552,52711.0479610169,52035.8998530298,51445.5263584693,50948.9674055626,50538.0415054654,50196.5495289984,49905.8038793583,49640.9400708686,49371.2945268668,49069.720611947,48725.1804749935,48352.5863149932,47987.4060256199,47676.7621265335,47474.5183119039,47420.0993634647,47526.076107116,47765.9894385452,48072.6787671965,55905.1,55905.1,55508.5,55080.4,54625.6,54150.8,53664,53174.3,52690.9,52222.5,51776.5,51351.7,50956.7,50592.7,50259.4,49955.4,49678.6,49426.6,49197.2,48987.9,48796.9,48628.6
57480.1052408897,51755.1197238753,50760.8697831406,49880.2177292544,49103.5439510997,48411.7854803537,47784.9417857718,47197.6382123926,46625.9783658244,46048.5838342963,45451.0656169005,44829.8483445123,44201.2064545687,43601.5857972644,43077.1653497666,42670.1157059368,42410.9927811817,42319.2586585613,42402.2748113672,42645.0309875894,43018.0328272986,43486.3885370623,50471,50471,50074.4,49646.3,49191.6,48716.9,48230.4,47741.1,47258.3,46790.7,46345.4,45921.5,45527.2,45163.8,44830.9,44527.1,44250.2,43998.2,43768.6,43559.3,43368.1,43199.3
57480.1052408897,56350.5956232486,56310.291404595,56231.9572583768,56083.2407316746,55850.5190440685,55542.5179353065,55182.6022646721,54790.267461017,54379.6144145624,53964.8965323408,53561.9243578418,53188.6850086261,52857.3709181499,52573.030707355,52341.5261323819,52169.5687362352,52056.1003134017,51990.7274529881,51960.009038997,51948.7432609248,51949.0202852435,57460.2,57460.2,57063.6,56635.5,56180.7,55705.9,55219,54729.1,54245.6,53777.1,53330.9,52906.1,52511.1,52147.1,51813.6,51509.2,51232.1,50979.9,50750.4,50541.4,50350.6,50182.4
57480.1052408897,56061.3129057809,55959.7907233112,55752.7297423404,55459.0784763061,55093.6437467285,54668.4584161205,54186.4997882667,53646.2699486806,53057.9020825141,52454.4980852516,51872.4713148312,51334.1549898973,50835.3147991642,50355.0182635019,49876.0890440502,49390.165695359,48891.750334007,48383.0642168672,47888.0004702498,47449.7948979221,47111.2941319609,52148.7,52148.7,51752.1,51324,50869.2,50394.5,49907.9,49418.5,48935.5,48467.6,48022.1,47598,47203.4,46839.6,46506.1,46201.7,45924.5,45672.2,45442.6,45233.4,45042.6,44874.2
57480.1052408897,56345.0576030224,55848.1549020244,55395.3575201938,55017.4045388877,54726.9938331543,54520.2646809218,54370.0355691876,54239.2964598239,54099.9983450049,53941.7465582124,53763.6165309564,53553.3874527331,53285.5773416753,52938.7285754697,52510.0697588013,52012.7000758401,51474.2798249668,50933.3500913476,50437.5977355377,50044.5170644557,49806.6386487217,55377,55377,54980.4,54552.3,54097.5,53622.7,53135.9,52646.2,52162.9,51694.6,51248.7,50824,50429.1,50064.8,49731.1,49426.6,49149.4,48897.2,48667.8,48458.8,48268.3,48100.2
57480.1052408897,59116.835441886,59401.0056204949,59739.4217183817,60093.4870776747,60386.3499133917,60520.1240536798,60409.0112825409,60014.4730619073,59353.9687300467,58489.6167785184,57502.5606743061,56473.1898996297,55471.0996615217,54536.9032096955,53676.5181040939,52875.6704561314,52112.0517107195,51377.1601856732,50692.6741592154,50102.5282076035,49654.6688270907,56930.9,56930.9,56534.3,56106.2,55651.5,55176.6,54689.8,54199.9,53716.4,53248,52801.9,52377.1,51982,51617.8,51284,50979.5,50702.3,50450.1,50220.7,50011.8,49821.3,49653.2
57480.1052408897,50433.5314701555,50453.7372521062,50558.4663231436,50756.5146973879,51027.8274291559,51305.2057443298,51474.7668534098,51414.2888168954,51043.37256237,50357.1825098902,49423.0654971724,48359.2444336231,47300.8608466633,46360.5822360722,45611.2209797884,45094.446919409,44832.3318478102,44822.7038558326,45031.8726442728,45401.2395495481,45865.5988220589,53370.5,53370.5,52974,52545.8,52091.1,51616.3,51129.7,50640.1,50157,49689,49243.3,48818.7,48424,48060.5,47727.6,47423.8,47147.1,46894.9,46665.2,46455.9,46265,46096.4
