OM_ssb0,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,OM_rec_R1_1990,OM_rec_R1_1991,OM_rec_R1_1992,OM_rec_R1_1993,OM_rec_R1_1994,OM_rec_R1_1995,OM_rec_R1_1996,OM_rec_R1_1997,OM_rec_R1_1998,OM_rec_R1_1999,OM_rec_R1_2000,OM_rec_R1_2001,OM_rec_R1_2002,OM_rec_R1_2003,OM_rec_R1_2004,OM_rec_R1_2005,OM_rec_R1_2006,OM_rec_R1_2007,OM_rec_R1_2008,OM_rec_R1_2009,OM_rec_R1_2010,AM_ssb0_,AM_ssb_1990,AM_ssb_1991,AM_ssb_1992,AM_ssb_1993,AM_ssb_1994,AM_ssb_1995,AM_ssb_1996,AM_ssb_1997,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010,AM_rec_1990,AM_rec_1991,AM_rec_1992,AM_rec_1993,AM_rec_1994,AM_rec_1995,AM_rec_1996,AM_rec_1997,AM_rec_1998,AM_rec_1999,AM_rec_2000,AM_rec_2001,AM_rec_2002,AM_rec_2003,AM_rec_2004,AM_rec_2005,AM_rec_2006,AM_rec_2007,AM_rec_2008,AM_rec_2009,AM_rec_2010,SelLL_P1,SelLL_P2,SelLL_P3,Starting_AM_B0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,49045.1,49045.1,48648.5,48220.4,47765.6,47291,46804.6,46315.5,45832.8,45365.4,44920.4,44502.8,44115.8,43760.3,43436,43141.3,42870.7,42624.7,42400.7,42196.5,42010,41842.6,871403,871403,870812,870163,869462,868718,867941,867144,866343,865553,864786,864054,863364,862721,862126,861578,861069,860601,860171,859775,859410,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,51504.7,51504.7,51108.1,50679.9,50225.2,49750.5,49264,48774.6,48291.7,47823.9,47378.4,46960.5,46573.2,46217.5,45893.1,45598.3,45327.7,45081.8,44857.9,44653.9,44467.5,44300.2,915104,915104,914512,913864,913165,912423,911648,910855,910058,909272,908510,907783,907099,906462,905873,905331,904828,904366,903942,903552,903192,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,51686.9,51686.9,51290.3,50862.1,50407.4,49932.7,49446.1,48956.7,48473.8,48006,47560.5,47142.6,46755.3,46399.6,46075.1,45780.3,45509.8,45263.9,45040,44835.9,44649.5,44482.3,918341,918341,917749,917102,916402,915660,914886,914093,913296,912510,911749,911023,910339,909702,909114,908572,908070,907608,907184,906794,906435,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,49113.9,49113.9,48717.3,48289.2,47834.5,47359.8,46873.4,46384.2,45901.6,45434.2,44989.1,44571.6,44184.5,43829,43504.7,43210,42939.5,42693.4,42469.5,42265.3,42078.7,41911.3,872626,872626,872034,871386,870685,869941,869164,868367,867566,866776,866009,865277,864588,863945,863350,862802,862293,861825,861395,860999,860635,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,50897.6,50897.6,50501,50072.8,49618.1,49143.5,48656.9,48167.6,47684.7,47217.1,46771.7,46353.9,45966.6,45611,45286.6,44991.8,44721.3,44475.3,44251.5,44047.4,43861,43693.7,904317,904317,903726,903077,902378,901635,900860,900066,899268,898481,897718,896990,896305,895666,895075,894532,894028,893564,893139,892747,892387,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,51107.1,51107.1,50710.5,50282.4,49827.7,49353,48866.5,48377.1,47894.2,47426.5,46981.1,46563.3,46176,45820.4,45495.9,45201.2,44930.6,44684.6,44460.8,44256.8,44070.3,43903.1,908040,908040,907449,906801,906102,905359,904584,903790,902992,902206,901443,900716,900031,899393,898803,898260,897756,897293,896868,896477,896117,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,50323.5,50323.5,49926.9,49498.8,49044,48569.4,48082.9,47593.6,47110.8,46643.2,46198,45780.2,45393,45037.4,44713,44418.3,44147.8,43901.8,43677.9,43473.8,43287.4,43120.1,894117,894117,893526,892877,892177,891434,890658,889864,889065,888276,887512,886783,886097,885457,884865,884320,883814,883349,882922,882530,882168,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,50550.8,50550.8,50154.2,49726.1,49271.4,48796.7,48310.2,47820.9,47338.1,46870.5,46425.2,46007.4,45620.2,45264.6,44940.1,44645.4,44374.9,44128.9,43905,43700.8,43514.4,43347.1,898156,898156,897565,896916,896217,895474,894698,893904,893105,892317,891554,890825,890139,889499,888908,888364,887859,887394,886968,886575,886214,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,55702.2,55702.2,55305.6,54877.5,54422.7,53947.9,53461.1,52971.4,52488,52019.7,51573.7,51155.3,50767.5,50411.5,50086.8,49792,49521.4,49275.6,49051.9,48848.1,48662,48495.1,989683,989683,989091,988445,987747,987008,986237,985449,984658,983878,983124,982406,981730,981102,980522,979989,979495,979042,978626,978244,977893,0,0,0,0
57480.1052408897,53862.7364127467,53540.1864170525,53179.3039793953,52785.9819336892,52367.5768153359,51932.6896215834,51490.6978111331,51051.0229043889,50622.2520798337,50211.363802881,49823.2821159136,49460.787485702,49124.7802540181,48814.8072923022,48529.6459733212,48267.7776365308,48027.651827156,47807.7569166756,47606.5985363054,47422.6803100389,47254.5192542199,1e+06,994434.562083048,993905.03746149,993305.650452273,992643.891653197,991930.009182987,991176.927911466,990399.710310907,989614.454249563,988836.764706561,988080.222100955,987355.30094271,986668.881747691,986024.44188328,985422.827486244,984863.241579642,984344.109642984,983863.593114968,983419.743774916,983010.477471607,982633.550196817,49514.2,49514.2,49117.6,48689.4,48234.7,47760.1,47273.7,46784.5,46301.8,45834.3,45389.2,44971.5,44584.4,44228.9,43904.6,43609.9,43339.3,43093.3,42869.4,42665.2,42478.6,42311.2,879738,879738,879146,878498,877797,877054,876277,875481,874681,873891,873125,872394,871706,871064,870470,869923,869415,868948,868519,868125,867761,0,0,0,0
