OM_ssb0,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,OM_rec_R1_1990,OM_rec_R1_1991,OM_rec_R1_1992,OM_rec_R1_1993,OM_rec_R1_1994,OM_rec_R1_1995,OM_rec_R1_1996,OM_rec_R1_1997,OM_rec_R1_1998,OM_rec_R1_1999,OM_rec_R1_2000,OM_rec_R1_2001,OM_rec_R1_2002,OM_rec_R1_2003,OM_rec_R1_2004,OM_rec_R1_2005,OM_rec_R1_2006,OM_rec_R1_2007,OM_rec_R1_2008,OM_rec_R1_2009,OM_rec_R1_2010,AM_ssb0_,AM_ssb_1990,AM_ssb_1991,AM_ssb_1992,AM_ssb_1993,AM_ssb_1994,AM_ssb_1995,AM_ssb_1996,AM_ssb_1997,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010,AM_rec_1990,AM_rec_1991,AM_rec_1992,AM_rec_1993,AM_rec_1994,AM_rec_1995,AM_rec_1996,AM_rec_1997,AM_rec_1998,AM_rec_1999,AM_rec_2000,AM_rec_2001,AM_rec_2002,AM_rec_2003,AM_rec_2004,AM_rec_2005,AM_rec_2006,AM_rec_2007,AM_rec_2008,AM_rec_2009,AM_rec_2010,SelLL_P1,SelLL_P2,SelLL_P3,Starting_AM_B0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,205680,205680,202875,199754,196328,192629,188717,184674,180588,176545,172621,168876,165341,162028,158937,156060,153381,150896,148596,146469,144505,142702,16160000,16160000,16136100,16108800,16077900,16043500,16005900,15965400,15923000,15879200,15835100,15791300,15748300,15706600,15666300,15627600,15590400,15554900,15521200,15489100,15458800,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,200776,200776,197971,194850,191424,187725,183815,179774,175691,171651,167731,163989,160457,157147,154057,151181,148502,146017,143716,141587,139621,137816,15774700,15774700,15750800,15723500,15692500,15658100,15620300,15579700,15537000,15493000,15448600,15404400,15361100,15319000,15278300,15239100,15201400,15165300,15131000,15098400,15067600,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,204318,204318,201513,198392,194966,191267,187355,183313,179228,175185,171263,167518,163984,160672,157581,154705,152025,149541,147241,145113,143148,141345,16053000,16053000,16029100,16001800,15970900,15936500,15898700,15858300,15815700,15772000,15727700,15683800,15640800,15599000,15558600,15519700,15482400,15446700,15412800,15380600,15350200,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,201651,201651,198845,195724,192298,188600,184689,180647,176564,172523,168603,164860,161328,158017,154927,152051,149372,146887,144586,142457,140491,138687,15843400,15843400,15819500,15792200,15761300,15726800,15689000,15648500,15605800,15561900,15517500,15473400,15430200,15388100,15347500,15308400,15270700,15234800,15200600,15168100,15137400,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,200323,200323,197518,194396,190971,187272,183361,179321,175238,171199,167279,163537,160006,156696,153606,150730,148051,145566,143265,141136,139170,137364,15739100,15739100,15715200,15687800,15656900,15622400,15584600,15544000,15501300,15457300,15412900,15368700,15325300,15283200,15242400,15203100,15165400,15129300,15094900,15062300,15031400,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,205123,205123,202318,199197,195771,192072,188160,184117,180031,175988,172065,168320,164786,161474,158382,155505,152826,150342,148042,145914,143950,142147,16116200,16116200,16092300,16065000,16034100,15999700,15962000,15921600,15879100,15835300,15791200,15747300,15704300,15662600,15622200,15583500,15546200,15510700,15476800,15444700,15414400,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,205237,205237,202432,199311,195885,192186,188274,184231,180146,176103,172179,168434,164900,161587,158496,155619,152940,150456,148155,146028,144064,142261,16125200,16125200,16101300,16074000,16043100,16008700,15971000,15930600,15888100,15844300,15800200,15756300,15713400,15671600,15631300,15592500,15555300,15519800,15485900,15453800,15423500,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,200513,200513,197708,194587,191161,187462,183552,179511,175428,171388,167469,163727,160195,156885,153795,150919,148240,145755,143454,141325,139358,137553,15754000,15754000,15730100,15702800,15671900,15637400,15599600,15559000,15516300,15472300,15427900,15383700,15340400,15298200,15257400,15218200,15180500,15144400,15110100,15077500,15046600,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,203170,203170,200364,197243,193817,190118,186207,182165,178081,174039,170117,166374,162840,159529,156438,153562,150883,148398,146098,143969,142004,140201,15962700,15962700,15938800,15911500,15880600,15846200,15808400,15767900,15725400,15681500,15637200,15593200,15550100,15508200,15467700,15428700,15391300,15355500,15321500,15289100,15258600,0,0,0,0
203149.113743228,203149.113743228,202479.67432182,199870.272110993,196832.129264511,193414.679785339,189697.616822498,185781.340961457,181771.442586864,177767.886980639,173859.914179205,170115.212269027,166571.864674406,163245.364506379,160138.604769588,157247.232404683,154564.190092976,152080.629544788,149786.332903951,147670.046163571,145720.329884142,143926.82525078,1.5e+07,1.5e+07,14994688.3369626,14973681.3234658,14948598.296262,14919547.3892985,14886896.4768368,14851246.1702427,14813340.1310718,14773993.7582159,14734053.9638086,14694276.964868,14655202.2432398,14617175.6671725,14580422.7978745,14545088.3465051,14511278.3938715,14479065.845654,14448491.7631383,14419566.8849504,14392281.654687,200036,200036,197231,194110,190684,186985,183075,179034,174952,170913,166993,163252,159720,156411,153321,150445,147766,145281,142980,140850,138884,137079,15716600,15716600,15692600,15665300,15634400,15599900,15562100,15521500,15478800,15434800,15390300,15346100,15302700,15260500,15219700,15180400,15142600,15106500,15072100,15039500,15008500,0,0,0,0
