OM_ssb0,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,OM_rec_R1_1990,OM_rec_R1_1991,OM_rec_R1_1992,OM_rec_R1_1993,OM_rec_R1_1994,OM_rec_R1_1995,OM_rec_R1_1996,OM_rec_R1_1997,OM_rec_R1_1998,OM_rec_R1_1999,OM_rec_R1_2000,OM_rec_R1_2001,OM_rec_R1_2002,OM_rec_R1_2003,OM_rec_R1_2004,OM_rec_R1_2005,OM_rec_R1_2006,OM_rec_R1_2007,OM_rec_R1_2008,OM_rec_R1_2009,OM_rec_R1_2010,AM_ssb0_,AM_ssb_1990,AM_ssb_1991,AM_ssb_1992,AM_ssb_1993,AM_ssb_1994,AM_ssb_1995,AM_ssb_1996,AM_ssb_1997,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010,AM_rec_1990,AM_rec_1991,AM_rec_1992,AM_rec_1993,AM_rec_1994,AM_rec_1995,AM_rec_1996,AM_rec_1997,AM_rec_1998,AM_rec_1999,AM_rec_2000,AM_rec_2001,AM_rec_2002,AM_rec_2003,AM_rec_2004,AM_rec_2005,AM_rec_2006,AM_rec_2007,AM_rec_2008,AM_rec_2009,AM_rec_2010,SelLL_P1,SelLL_P2,SelLL_P3,Starting_AM_B0
203149.113743228,212885.505978594,210772.844835551,206461.937973479,202381.450915931,197906.798035649,192659.324134479,187737.762923818,182381.279735787,176701.459109448,170900.319372701,165433.772674152,161104.434533769,157014.030548116,153959.660567582,151784.590175711,149710.706289075,147643.462283484,145968.614007589,145142.313902887,144254.659720024,143917.917794797,16837166,15224587.3924284,18178072.5126534,14753623.6914687,13243735.8567947,13163411.5582602,17509876.8962494,19292527.4208576,15402626.9812109,17537656.906923,14561844.778326,16739884.2080932,15237932.1768719,18444467.3321686,16340843.7894281,20797659.1813676,12549499.8793228,14508067.5730703,13178266.5396836,13367262.1713367,20555279.7232562,155638,155638,152833,149710,146284,142592,138698,134684,130638,126642,122768,119070,115577,112297,109229,106366,103700,101222,98921.9,96788.9,94813.6,92986.1,12661800,12661800,12637000,12608300,12575700,12538900,12498300,12454200,12407400,12358600,12308700,12258500,12208400,12159000,12110500,12063100,12017000,11972200,11929000,11887400,11847500,0,0,0,0
203149.113743228,215810.424773129,215226.566359578,211702.933381746,208728.9217765,205311.297168899,201869.240324564,197496.061205563,193246.320068343,189598.030824636,186242.499178472,183178.291720368,179863.654287509,176186.380084037,172221.904016221,167828.386095527,163019.794955027,158907.21041674,155980.390069828,153561.575593229,151714.120829505,150386.499611863,13804080,12392250.8799551,11671058.0976763,13203415.7283071,14185561.9294024,16991603.1664588,19247121.8838866,14549756.2775962,15596601.2316429,15979348.3937112,13724025.0704335,14311802.1631483,14094803.9297081,11928735.0659401,13630786.6495379,13356464.3110717,16188658.0168486,14763577.023385,14895355.7728759,16406512.2372857,13582846.4531857,203459,203459,200654,197532,194107,190408,186496,182454,178370,174328,170406,166662,163128,159817,156726,153850,151179,148705,146416,144302,142352,140556,16552300,16552300,16527500,16499200,16467300,16431600,16392500,16350600,16306500,16261100,16215300,16169800,16125100,16081800,16039800,15999500,15960900,15924100,15889000,15855800,15824500,0,0,0,0
203149.113743228,213015.141967423,212964.296869983,211174.390589742,209986.304253565,208468.488653508,206476.817231765,204121.445446173,201302.764865534,199076.83341056,195618.054426226,191965.229120804,187400.778161254,182880.345945936,178812.331915447,174051.809655202,169685.224690546,165312.961351253,162236.533833182,159672.289255141,157878.013808319,156175.599950715,10412530,17341957.0684102,15838472.6312525,15300805.1968153,11834239.8279691,12143424.1082493,18305025.4105699,18967451.1251329,19672352.9271651,14415747.8943246,9836903.03025791,13728049.216273,21426300.0657746,16906778.8884022,14468689.7692378,11379855.8646104,9496846.20300062,14589219.7199963,13163862.3990832,19037574.2329458,16270010.0024172,218190,218190,215384,212264,208838,205137,201222,197174,193081,189029,185097,181344,177802,174485,171390,168511,165840,163367,161081,158971,157028,155239,17750700,17750700,17725900,17697700,17665900,17630500,17591700,17550300,17506800,17462100,17417000,17372500,17328900,17286800,17246100,17207200,17170000,17134600,17101100,17069400,17039600,0,0,0,0
203149.113743228,180410.637356605,180608.035213569,179223.983219895,177202.827609904,175049.646724307,172205.645457756,169297.91637604,166619.506400346,162840.193502279,159552.379893368,156132.297035707,152665.271738746,149204.264000601,145939.450946182,142851.269999122,140158.814842028,138135.34034078,136519.398443637,135267.717421346,134140.751606134,133984.971938509,12087190,13526634.6813682,15743319.2504908,9964528.36659455,17238154.966125,16447407.8799142,13829173.278104,15088572.0455284,14973308.8703453,17007364.4222696,13710637.0105889,16936377.3613737,14536356.5437196,11739254.8316922,11768162.6943076,13935371.9452673,18402584.4225674,22905352.3942823,14912575.5285732,14780320.1134003,18471714.6277032,179534,179534,176729,173607,170181,166486,162582,158552,154484,150461,146560,142835,139319,136020,132938,130067,127398,124921,122627,120504,118543,116733,14605900,14605900,14581100,14552700,14520400,14484300,14444500,14401700,14356500,14309700,14262100,14214600,14167700,14121900,14077200,14034000,13992400,13952400,13914100,13877500,13842800,0,0,0,0
203149.113743228,195968.343320091,195496.452722518,192552.928427503,189434.775130145,186114.455254195,182316.291739041,178791.55322103,174505.080963006,170605.704845322,167763.452161902,164927.804674911,162349.67029586,159835.126965349,157281.997611203,154239.740202124,150579.368787551,147535.431873109,144590.356280056,142135.513723999,140190.201363403,139361.122628007,15338262,16626074.9262533,11529447.4792338,11398908.8436888,12720917.9178912,16236831.8853151,13487202.0933544,17236258.698788,13463138.3103465,18158266.0624528,14498033.6781599,21716507.1829335,18419385.5125956,16879403.4155423,18362811.4710012,16891669.581593,15699147.6498574,15239110.2523582,16741371.2444527,13985175.1809114,20004193.5636278,138801,138801,135995,132872,129446,125758,121873,117874,113848,109877,106030,102357,98885.8,95624.5,92570.3,89716.8,87055.9,84578.6,82274.9,80134.3,78147.4,76304.6,11292000,11292000,11267100,11238300,11205300,11167900,11126500,11081300,11033000,10982300,10930100,10877100,10823900,10771000,10718500,10666800,10616000,10566300,10517800,10470700,10425100,0,0,0,0
203149.113743228,203095.948451142,202342.640602737,200710.280688486,197456.449411717,192532.610719366,188451.26043318,184595.093680533,181696.126425123,178519.78422096,174989.904595489,171241.150047367,166922.582619385,162497.251603377,158049.596065853,153744.570079897,149873.146905268,146566.694990055,144825.031628601,144114.975268638,143346.973810434,143323.803699046,12625464,16163202.6535604,15380043.7011768,14487443.3590528,10961231.6174434,12752205.0384965,21885136.4672693,20367669.8858145,13542608.0805103,18025971.5566794,12579428.0844139,18001355.6401765,24957823.9114374,11956292.6880688,13006695.9922608,18350229.7722041,14363040.627875,16652040.7304685,11905943.8724895,8868051.30316155,15080459.4513115,142650,142650,139845,136721,133296,129607,125719,121717,117686,113709,109855,106176,102699,99432.5,96374.6,93518.6,90856.3,88378.7,86075.7,83936.9,81952.7,80113.6,11605200,11605200,11580300,11551600,11518600,11481400,11440200,11395300,11347300,11297200,11245500,11193200,11140900,11088800,11037400,10986800,10937200,10888800,10841700,10796100,10752000,0,0,0,0
203149.113743228,219918.211134393,218207.253840928,215236.050953005,211625.13391313,206540.847379411,201051.811937065,195364.655893551,190102.025736506,185016.45367445,179590.935193157,174558.554218131,170093.33517585,166105.834721826,161370.351693538,157517.865074468,154649.961715488,151964.779111258,149354.117072754,146766.713828861,144719.648550234,142595.200930783,15671105,14972579.6959684,11410398.8867373,17003788.3755709,17262497.1070961,13433412.3649917,14590905.6825141,13256050.6213056,14299988.6168853,14634998.9928621,20105378.2375197,15154113.921693,14095872.7728831,13409102.556103,14235025.7170445,12722537.5971002,15322477.4009371,15669260.1264135,13583255.4666065,13671998.9082997,16104505.8416197,179473,179473,176668,173546,170120,166424,162520,158491,154423,150400,146499,142775,139258,135960,132878,130006,127337,124861,122566,120443,118482,116673,14600900,14600900,14576100,14547700,14515400,14479300,14439600,14396700,14351500,14304700,14257100,14209600,14162700,14116900,14072200,14029000,13987300,13947300,13909000,13872500,13837700,0,0,0,0
203149.113743228,203726.453395467,203116.325763672,199346.589776572,195825.957255539,192761.148161273,188878.818705358,185790.953906662,182206.270079448,178308.826485823,173559.548546568,168811.288512277,164953.228693926,161354.635155642,158385.363390129,155341.023031068,153096.17439512,151386.465637326,149995.364802199,148210.99550351,145778.279698124,143896.607128864,15781564,19336446.6899389,16372050.0789373,9966354.50283081,17141195.0684064,17219127.6413634,16634597.2835402,14813245.9036617,10466242.8568371,14071627.4796059,13368174.3113984,12458260.5084168,12809737.8825219,19840501.9763382,15611209.3393669,10591079.8313749,13535287.9744857,13335575.1606824,14177148.200428,12834504.2789715,18998149.5027011,178199,178199,175393,172271,168846,165150,161246,157217,153150,149129,145229,141506,137990,134693,131612,128741,126071,123595,121300,119177,117215,115404,14497200,14497200,14472400,14444000,14411700,14375500,14335800,14292900,14247600,14200700,14153000,14105400,14058300,14012300,13967500,13924100,13882200,13842000,13803500,13766700,13731800,0,0,0,0
203149.113743228,184777.740415865,184268.156972595,182331.047235837,179565.252114518,176635.467905528,174300.698166525,171334.757788311,167554.159229193,163982.748753757,160280.78418246,156912.566467214,153503.815412592,151162.485573955,150010.960989465,149617.975236137,149464.331631727,148666.53456925,147557.18859353,145925.915645371,143622.906775856,140844.553535419,15305227,17256609.6589055,19488215.0707155,19270805.6983916,15300605.1105507,11404861.2728793,13254745.0464158,12686851.1807092,12914470.326454,13775986.3125719,16684381.3987895,16181698.8434477,13014396.0768514,13954007.9270116,12285619.058361,13143027.8154092,10385281.6725582,14670754.3661807,14368918.3054011,17958659.710162,19217503.493732,199342,199342,196537,193416,189990,186291,182381,178341,174259,170220,166301,162560,159029,155720,152630,149755,147084,144609,142320,140204,138252,136455,16217400,16217400,16192600,16164300,16132300,16096500,16057400,16015300,15971000,15925400,15879300,15833500,15788500,15744800,15702500,15661700,15622700,15585300,15549800,15516100,15484300,0,0,0,0
203149.113743228,205552.603197107,205254.642299304,202818.137608408,200028.871422922,196877.697901347,193401.234110612,189108.21135467,184598.389543519,180012.89614991,174581.82981278,170466.666799716,166551.902133685,163301.383716852,159397.447658672,156088.0924691,153386.839095542,149779.398208539,146220.04524136,143209.031629419,141657.251216821,139931.16194289,15038512,16334865.1589043,10353502.4741251,15803203.8523775,13408461.3499652,11546245.4680469,12770218.1006189,17417166.55935,19882724.0620228,13173083.2487577,14050606.2941183,13449141.0557591,10550039.5459064,16590955.8597249,13892433.4842052,12318904.351856,17707458.3203336,14656186.0554638,17821164.3636408,16360666.9169076,15981407.6899144,184721,184721,181916,178794,175369,171672,167766,163733,159661,155634,151728,147999,144478,141176,138092,135219,132550,130074,127781,125660,123701,121895,15027900,15027900,15003100,14974700,14942500,14906500,14866900,14824300,14779300,14732900,14685700,14638700,14592400,14547100,14503200,14460700,14419800,14380600,14343100,14307400,14273500,0,0,0,0
