OM_ssb0,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,AM_ssb0_,AM_ssb_1990,AM_ssb_1991,AM_ssb_1992,AM_ssb_1993,AM_ssb_1994,AM_ssb_1995,AM_ssb_1996,AM_ssb_1997,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010
13543.2529099287,12242.5354009153,11786.7503309602,11277.3871061017,10726.119100513,10227.9672018444,9693.87537626394,9102.49705386229,8527.42848630186,7954.56964751275,7387.76118358815,6798.60712352247,6213.10517250453,5667.99774756584,5153.4282004986,4693.24665220142,4245.53095870866,3837.38648996157,3477.8840663382,3147.67894505218,2844.57451758596,2576.64358689405,12684.8,12684.8,12451,11886.8,11267.6,10603.9,9911.25,9206.99,8507.34,7825.66,7171.85,6551.74,5967.43,5418.74,4904.4,4422.68,3971.52,3549,3153.67,2783.82,2437.85,2114.54
13543.2529099287,12287.650512896,11692.4489744411,11045.6957202397,10365.4740481173,9606.11443112372,8909.76459584821,8226.50009250022,7561.28746159776,6921.93451380283,6310.20930932977,5728.63466800942,5202.78722511628,4729.072394825,4316.81577557635,3946.5766917419,3608.52151557864,3365.84574763441,3113.67690723297,2883.90294435679,2635.35341257165,2383.02475032873,12874.6,12874.6,12640.8,12076.6,11457.4,10793.6,10100.5,9395.57,8694.86,8011.81,7356.37,6734.49,6148.32,5597.72,5081.43,4597.72,4144.56,3719.99,3322.41,2950.09,2601.36,2274.95
13543.2529099287,13148.4434143286,12802.8646694019,12438.9798032756,12036.5902752786,11527.3060424305,10904.0786645365,10203.4303443565,9530.84985912662,8866.20918581167,8245.33519417025,7665.53873538442,7121.88980474498,6635.03449669607,6165.45041600407,5710.74865082706,5312.5066294826,4917.24442951187,4549.84951214768,4176.79579439555,3849.20562860212,3543.60820978295,15207.1,15207.1,14973.3,14409.3,13790.1,13124.9,12428,11715.9,11004.7,10308.2,9637.2,8998.6,8395.35,7827.82,7295.01,6795.3,6326.6,5886.93,5474.74,5088.08,4725.11,4384.15
13543.2529099287,12602.7075338592,12117.2124474908,11650.9713128872,11218.0400551245,10713.4171401127,10159.3792703824,9575.81344987946,9005.20645820528,8450.7844996407,7904.98116578126,7382.95574610479,6890.42298370813,6493.41734750226,6095.18605393534,5668.64190076389,5243.71298976245,4823.05548966267,4413.3843626988,3972.09092096297,3552.51526007431,3177.23643639145,12878.8,12878.8,12645,12080.8,11461.6,10797.8,10104.7,9399.73,8699,8015.92,7360.45,6738.53,6152.31,5601.67,5085.34,4601.59,4148.25,3723.36,3325.56,2953.11,2604.34,2277.93
13543.2529099287,11870.210663768,11779.2944117711,11590.4828827569,11224.9167448016,10806.9604159673,10226.3818177447,9605.14364180557,8964.83934602327,8312.76708851642,7731.49626804844,7174.80449127091,6636.98885972776,6125.93633519783,5681.1731642412,5241.47883433619,4821.39448281083,4431.26035598367,4067.57520961772,3740.37744486218,3416.73979578819,3148.3907413918,14941.9,14941.9,14708.2,14144.2,13525,12859.9,12163.4,11452,10741.8,10046.5,9376.95,8739.87,8138.15,7572.08,7040.65,6542.2,6074.68,5636.07,5224.83,4839.03,4476.73,4136.28
13543.2529099287,10981.5101730118,10492.5564546099,10041.9320792559,9555.60529490092,9014.03711354542,8386.13249007495,7730.05849940416,7100.10283214941,6474.14376532983,5885.36080038979,5358.51016579712,4937.52007497775,4583.41185912183,4243.67665410362,3923.55714097924,3608.58354224936,3317.82706824641,3020.02644885934,2723.24327338872,2458.64182451108,2212.36324006527,12738.6,12738.6,12504.8,11940.6,11321.4,10657.7,9964.94,9260.47,8560.51,7878.44,7224.16,6603.54,6018.69,5469.45,4954.54,4472.24,4020.49,3597.36,3201.37,2830.82,2484.07,2159.86
13543.2529099287,12762.8294831998,12405.9222292897,11953.4611199675,11374.1204884779,10736.0168279439,10064.8201051313,9423.65285567355,8754.81909225467,8079.49926462912,7459.88122767632,6885.29632683173,6366.47636639021,5871.33863380241,5434.91024175081,5028.55049451042,4636.79576273462,4258.55056804894,3875.72152187466,3479.56998424053,3074.49905196882,2704.03470909806,13680.1,13680.1,13446.3,12882.2,12263,11598.7,10904.1,10196.4,9491.55,8803.19,8141.56,7512.96,6919.82,6362.17,5838.84,5348.11,4887.83,4455.99,4051.07,3671.22,3314.62,2979.69
13543.2529099287,12252.5309977412,12003.3133340998,11603.5492834548,11083.3628154819,10484.6332319294,9839.26655520877,9195.9897327478,8571.64249881101,7920.22973965147,7280.63927951818,6675.58067084473,6110.01661881635,5565.11450040808,5055.49797810193,4602.0969123422,4158.53169063023,3742.73161847878,3346.11836991982,2970.69577793584,2622.31584889762,2324.73157524002,13412.9,13412.9,13179.2,12615,11995.8,11331.6,10637.6,9930.69,9227.17,8540.48,7880.8,7254.29,6663.31,6107.82,5586.63,5098,4639.82,4210.09,3807.3,3429.59,3075.18,2742.52
13543.2529099287,13516.4828809593,12949.7184671535,12391.2408717472,11914.8772010233,11314.1359704825,10719.9782184767,10168.3380671271,9649.23098790784,9050.30320713519,8401.30572804941,7783.36773857003,7195.52983784844,6635.36057763363,6129.65816589853,5677.34163981135,5258.35792687931,4854.64301056801,4478.18427302695,4135.16212128712,3802.24667845446,3492.59823673188,15122.5,15122.5,14888.7,14324.7,13705.5,13040.4,12343.6,11631.7,10920.8,10224.7,9554.16,8916.04,8313.27,7746.19,7213.81,6714.5,6246.19,5806.87,5394.95,5008.56,4645.77,4304.93
13543.2529099287,12792.4816532318,12460.0427989032,12134.117130402,11725.2594341592,11270.0537793351,10747.1577532691,10190.012415056,9603.03796010758,8985.62396142722,8369.9341908201,7766.67022794541,7172.07353108997,6631.57796152897,6135.96112295559,5705.0182221609,5343.86198405826,5074.70282779696,4798.57604874685,4527.76789455424,4280.97444855003,4002.86817132656,16104.4,16104.4,15870.7,15306.8,14687.6,14022,13323.9,12609.7,11895.4,11195,10519.5,9876.24,9268.4,8696.51,8159.68,7656.36,7184.51,6742.17,6327.75,5939.29,5574.92,5233.11
